source,object_id,orbital_period,transit_duration,planet_radius,stellar_temp,stellar_radius,stellar_mass,transit_depth,equilibrium_temp,insolation,disposition
TESS,538.01,1.669769,2.0105348,4.4985601,3411.0,0.433512,,10665.55057,675.5508371,49.2213077,FALSE_POSITIVE
TESS,5380.01,3.7723119,2.893,3.13069,6525.0,1.56,,470.0,1479.0,796.305,CANDIDATE
TESS,5381.01,4.0802864,1.4789165,6.300967,6802.3,2.68185,,516.622925,2062.9509379,4280.3235612,FALSE_POSITIVE
TESS,5382.01,14.5416243,4.356,4.35314,6277.0,1.72,,711.0,1015.0,176.698,CANDIDATE
TESS,5383.01,2.8114961,3.35,1.39962,6768.0,1.47,,90.0,1943.0,2368.07,CANDIDATE
TESS,5384.01,2.9895092,3.3503883,18.8182218,6317.0,1.61396,,12117.7788754,1694.8109409,1949.8717061,CONFIRMED
TESS,5385.01,5.1665549,5.9764524,14.3194419,6238.0,2.0792,,4175.9093299,1589.3956027,1508.1655987,CANDIDATE
TESS,5386.01,3.6215615,1.867,15.1893,5920.2,1.43,,10280.0,1202.0,346.581,CANDIDATE
TESS,5387.01,2.8037514,2.771,1.27317,7531.0,1.52,,70.0,1980.0,2552.75,CANDIDATE
TESS,5388.01,2.594675,0.313,1.89426,3495.0,0.31,,1070.0,375.0,3.30231,CONFIRMED
TESS,5389.01,10.4014008,2.3998128,8.8111557,3526.0,0.421428,,43141.3479042,382.7938065,5.0743522,CANDIDATE
TESS,539.01,0.3096062,1.0298929,1.5526965,4836.0,0.813125,,257.7064685,2138.4737213,4942.3861378,CANDIDATE
TESS,5390.01,15.0619708,3.2914107,4.687483,5441.34,0.890607,,2775.349458,661.4248635,45.2317163,CANDIDATE
TESS,5391.01,13.6421377,3.522,1.77499,5961.0,1.02,,413.0,834.0,80.3771,CANDIDATE
TESS,5392.01,17.5313321,4.334,1.66838,5464.0,0.9,,306.0,1296.0,468.87,CANDIDATE
TESS,5393.01,30.0017176,6.737,1.82693,6194.0,1.25,,210.0,765.0,57.0124,CANDIDATE
TESS,5394.01,15.1935123,2.582,9.68144,5977.0,1.07,,5720.0,844.0,84.3696,CANDIDATE
TESS,5395.01,6.5811814,2.982,1.80641,6269.0,1.17,,267.0,1104.0,247.2,CANDIDATE
TESS,5396.01,32.1400505,2.809,22.7389,5019.0,3.37,,883.0,689.0,37.4567,FALSE_POSITIVE
TESS,5397.01,9.6477019,3.003,2.57133,5621.7,0.95,,670.0,827.0,77.7367,CANDIDATE
TESS,5398.01,10.590923,4.105,11.1189,6017.1,1.05,,10290.0,919.0,118.413,CONFIRMED
TESS,5398.02,4.7728997,2.906,3.30213,6017.1,1.05,,920.0,1222.0,370.603,CONFIRMED
TESS,5399.01,4.0625969,3.952,3.70815,6629.0,2.09,,320.0,1765.0,1611.69,CANDIDATE
TESS,540.01,1.2391534,0.4887749,0.9654706,3042.0,0.197117,,2318.6594409,550.2321395,21.6623126,CONFIRMED
TESS,5400.01,19.8067259,4.5,4.46533,5513.0,0.95,,2060.0,698.0,39.4243,CANDIDATE
TESS,5401.01,6.8291029,9.8781473,12.9127343,9333.0,4.3379302,,815.4832965,2798.2279931,14489.4996714,CANDIDATE
TESS,5402.01,3.3174026,3.021272,1.4488457,4363.0,0.677839,,462.3783567,809.9057589,101.6854816,CANDIDATE
TESS,5403.01,12.8355591,1.805,11.2388,5311.7,0.95,,12450.0,491.0,9.72374,CANDIDATE
TESS,5404.01,2.177475,2.454,4.05014,4027.0,0.57,,4450.0,1143.0,284.168,CANDIDATE
TESS,5405.01,9.0711977,4.183,10.7594,5649.0,1.06,,10360.0,956.0,139.161,CANDIDATE
TESS,5406.01,0.8045139,1.259,10.209,7110.0,1.59,,3750.0,2300.0,4653.02,CANDIDATE
TESS,5407.01,5.4683192,3.251,13.9823,6606.6,1.36,,10640.0,1264.0,425.087,CANDIDATE
TESS,5408.01,0.9598377,1.429,17.4316,7575.0,3.31,,2270.0,2403.0,5539.92,CANDIDATE
TESS,5409.01,0.594385,0.573,7.44558,6078.0,1.3,,2280.0,1542.0,939.24,CANDIDATE
TESS,541.01,1.3534084,1.8466332,18.1129716,4978.0,1.16766,,18071.0821704,1618.3040205,1620.9195266,CANDIDATE
TESS,5410.01,4.1059353,3.031,13.555,6140.3,1.25,,11400.0,1313.0,494.014,CANDIDATE
TESS,5411.01,3.0604071,3.175,18.6847,6623.0,1.67,,12460.0,1660.0,1261.17,CANDIDATE
TESS,5412.01,0.3828485,0.493,13.7767,6419.6,1.68,,960.0,3056.0,14493.6,CANDIDATE
TESS,5413.01,12.612483,3.406,5.43397,5981.0,1.34,,1510.0,805.0,69.7878,CANDIDATE
TESS,5414.01,10.7833596,3.957,15.4312,3892.0,0.7,,26560.0,678.0,35.1978,CANDIDATE
TESS,5415.01,2.9858191,2.966,17.8139,7497.0,1.81,,9730.0,1850.0,1945.7,CANDIDATE
TESS,5416.01,13.0086903,3.7378335,10.9890553,3799.0,0.520262,,20626.9583179,410.0052556,6.6784964,CANDIDATE
TESS,5417.01,2.8675385,2.88,14.6783,6219.5,1.18,,14570.0,1520.0,888.042,CANDIDATE
TESS,5418.01,1.6421819,2.459,2.54445,5627.0,0.79,,1100.0,1801.0,1746.99,FALSE_POSITIVE
TESS,5419.01,4.8002161,2.439,15.2174,6498.4,1.41,,10620.0,1192.0,336.117,CANDIDATE
TESS,542.01,1.6318282,1.2668494,11.5558043,5084.0,0.942522,,14067.4193794,1359.3620865,806.9778488,CANDIDATE
TESS,5420.01,6.0614403,3.601,10.0397,6507.7,1.43,,4760.0,1276.0,440.51,CANDIDATE
TESS,5421.01,6.5552932,3.016,19.1366,7787.0,2.64,,4730.0,1542.0,938.617,CANDIDATE
TESS,5422.01,5.3767997,4.7792512,10.5654196,5663.5,1.57294,,4420.7451206,1277.232515,628.9279068,CANDIDATE
TESS,5423.01,5.7188414,2.2172849,4.2762449,4964.8,0.76036,,3214.065952,789.2154631,91.6860673,CANDIDATE
TESS,5423.02,3.3928027,2.2095141,3.7170935,4964.8,0.76036,,2201.6366114,939.2446608,183.9229574,CANDIDATE
TESS,5424.01,0.8999342,1.606,6.8761,6211.0,1.64,,1720.0,2177.0,3729.32,FALSE_POSITIVE
TESS,5425.01,0.4553752,0.604,7.9095,6439.0,1.07,,3490.0,1911.0,2215.14,CANDIDATE
TESS,5426.01,5.8095099,2.427,5.0621,6353.1,1.15,,1750.0,1244.0,398.441,CANDIDATE
TESS,5427.01,5.2374183,3.741,14.2208,6042.1,1.27,,11630.0,1248.0,403.505,CANDIDATE
TESS,5428.01,3.0343155,1.664,12.5732,8415.0,2.16,,3200.0,,1230.19,CANDIDATE
TESS,5429.01,4.2318085,2.558,7.88895,8064.0,1.91,,1780.0,1614.0,1128.72,FALSE_POSITIVE
TESS,543.01,0.530893,1.910177,3.747202,3085.0,0.193,,33453.597195,714.0192388,61.4271911,FALSE_POSITIVE
TESS,5430.01,3.8635521,3.896,15.1873,6797.0,1.42,,11350.0,1683.0,1333.49,CANDIDATE
TESS,5431.01,4.788785,3.135,16.3086,6045.0,1.83,,7600.0,1309.0,487.83,CANDIDATE
TESS,5432.01,2.9525486,2.694,11.4188,5612.0,1.48,,5730.0,1337.0,531.966,CANDIDATE
TESS,5433.01,4.1459886,2.604,12.1704,3981.0,0.71,,26190.0,763.0,56.2686,CANDIDATE
TESS,5434.01,4.1629444,2.064,11.633,6005.0,1.88,,3670.0,1100.0,243.425,FALSE_POSITIVE
TESS,5435.01,1.2699324,1.596,7.56197,9649.0,1.74,,1325.19922,3155.0,16457.7,CANDIDATE
TESS,5436.01,11.9285531,2.283,16.0753,5447.3,1.09,,20690.0,578.0,18.6079,CANDIDATE
TESS,5437.01,3.42015,3.801,18.3061,5708.0,1.76,,11140.0,1485.0,808.301,CANDIDATE
TESS,5438.01,2.5842514,1.837,7.50424,5860.5,1.51,,2360.0,,424.656,CANDIDATE
TESS,5439.01,5.0775738,4.053,18.5536,7648.8,2.0,,8620.0,1693.0,1365.56,CANDIDATE
TESS,544.01,1.5483542,1.2030925,2.1601741,4665.0,0.663414,,926.4111032,1004.0625199,240.1950345,CONFIRMED
TESS,5440.01,3.813812,2.572,3.44278,4689.0,0.71,,2310.0,1016.0,177.52,FALSE_POSITIVE
TESS,5441.01,2.8633026,0.941,11.4725,6642.2,1.45,,4710.0,970.0,147.202,CANDIDATE
TESS,5442.01,12.7091678,1.746,16.3709,6145.0,1.25,,4620.0,829.0,78.6129,CANDIDATE
TESS,5443.01,1.6757659,2.248,7.62588,6960.9,1.53,,2580.0,2098.0,3221.06,CANDIDATE
TESS,5444.01,10.2780324,1.642,11.8122,6545.7,1.3,,7350.0,691.0,37.8777,CANDIDATE
TESS,5445.01,6.3780197,1.226,18.7767,6540.2,2.03,,7050.0,810.0,71.6141,CANDIDATE
TESS,5446.01,4.4977307,3.2573447,13.0442723,6544.0,1.5335,,5324.061552,1472.5454489,1111.2092116,CANDIDATE
TESS,5447.01,1.4958429,1.534,6.70553,5666.0,1.27,,2830.0,1493.0,825.738,FALSE_POSITIVE
TESS,5448.01,3.214031,2.215,6.77869,5366.0,0.85,,5730.0,1143.0,284.023,CANDIDATE
TESS,5449.01,2.5444539,3.709,12.5904,6171.0,1.77,,5440.0,1893.0,2136.19,CANDIDATE
TESS,545.01,1.9000862,2.3058232,15.0496208,5440.0,0.934028,,25717.0085858,1366.350537,823.7008783,CONFIRMED
TESS,5450.01,0.8857522,1.579,3.19978,6238.2,1.13,,760.0,2198.0,3880.86,FALSE_POSITIVE
TESS,5451.01,1.6822448,1.388,12.3028,5534.6,1.1,,12090.0,1239.0,379.254,CANDIDATE
TESS,5452.01,0.9907914,1.5908957,16.1327515,6273.8,1.82635,,4860.1048997,2594.395383,10706.9470002,CANDIDATE
TESS,5453.01,8.3762443,3.6856551,10.1350877,6086.0,1.13925,,7670.6889364,986.8351657,224.1297312,CANDIDATE
TESS,5454.01,3.7196227,4.948,13.3603,5623.0,2.07,,4280.0,1656.0,1249.33,CANDIDATE
TESS,5455.01,4.267781,4.58,12.0047,5903.0,1.67,,5120.0,1542.0,939.48,CANDIDATE
TESS,5456.01,1.0711292,2.213,5.8474,6070.0,1.31,,2030.0,2374.0,5277.35,FALSE_POSITIVE
TESS,5457.01,1.2452975,2.086,6.31449,6580.3,1.66,,1410.0,2222.0,4049.64,CANDIDATE
TESS,5458.01,22.0632969,2.2329319,10.1729473,5762.0,1.0093499,,4597.497672,647.5341338,41.5500612,CANDIDATE
TESS,5459.01,2.8078585,1.516,14.8378,6338.0,1.95,,4820.0,1267.0,428.439,CANDIDATE
TESS,546.01,9.2016496,4.4317333,13.4373959,6190.0,1.12271,,13812.3233628,963.8325055,203.9516754,CONFIRMED
TESS,5460.01,6.2987919,4.909,12.2385,6265.0,2.07,,3920.0,1408.0,653.131,CANDIDATE
TESS,5461.01,7.4603194,2.516,11.8373,6034.1,2.01,,3070.0,911.0,114.587,CANDIDATE
TESS,5462.01,3.5533716,1.856,4.6477,6280.9,1.21,,1470.0,1169.0,310.113,CANDIDATE
TESS,5463.01,1.100804,1.4856033,10.0319087,6810.0,1.60902,,3509.2224564,2474.045674,8854.2514993,CANDIDATE
TESS,5464.01,1.1606902,1.232,9.92228,3572.0,0.53,,32450.0,884.0,101.767,CANDIDATE
TESS,5465.01,4.3983492,2.0638959,18.5093039,5717.9,1.22096,,10124.9081186,1211.9705717,509.9050351,CANDIDATE
TESS,5466.01,2.8066134,2.483,17.3144,6709.0,1.41,,14530.0,1546.0,949.059,CANDIDATE
TESS,5467.01,2.6570006,2.125,10.4864,6328.7,1.63,,4050.0,1427.0,688.584,CONFIRMED
TESS,5468.01,20.9233666,2.47,12.2366,6283.0,1.22,,9470.0,539.0,14.0816,CANDIDATE
TESS,5469.01,29.3312035,3.269,11.9961,7618.0,1.77,,3470.0,644.0,28.6506,CANDIDATE
TESS,547.01,1.5089635,2.373,20.5944,5950.0,1.29,,13140.0,2036.0,2852.63,CONFIRMED
TESS,5470.01,1.450491,1.286,8.43132,6067.0,1.29,,3870.0,1461.0,757.504,CANDIDATE
TESS,5471.01,4.9017215,2.3,15.2294,6329.0,1.78,,6600.0,1099.0,242.247,CANDIDATE
TESS,5472.01,2.2703829,1.947,12.7801,5845.0,1.1,,12110.0,1327.0,515.387,CANDIDATE
TESS,5473.01,7.5554044,4.003,16.0968,7872.0,2.04,,6170.0,1451.0,736.769,CANDIDATE
TESS,5474.01,8.4332312,8.47,11.5473,5874.0,2.45,,2010.0,1530.0,911.613,CANDIDATE
TESS,5475.01,10.0532043,1.543,11.5364,6553.2,1.43,,5160.0,760.0,55.4002,CANDIDATE
TESS,5476.01,10.3413829,3.595,10.465,5732.6,1.01,,10410.0,855.0,89.0638,CANDIDATE
TESS,5477.01,5.8936518,2.217,8.37476,5508.0,0.82,,9580.0,862.0,92.0429,CANDIDATE
TESS,5478.01,8.3026667,5.728,14.6377,5656.0,1.75,,6940.0,1163.0,304.209,CANDIDATE
TESS,5478.02,10.1197017,2.129,9.15067,5656.0,1.75,,2570.0,674.0,34.3345,FALSE_POSITIVE
TESS,5479.01,15.1306782,4.204,11.9169,5799.3,1.52,,6030.0,772.0,59.008,CANDIDATE
TESS,548.01,3.8971203,4.8258882,13.4932227,6090.0,1.6395,,6312.7462771,1470.087664,1103.8090105,CONFIRMED
TESS,5480.01,3.6079916,2.991,15.3816,5308.3,1.89,,6055.0,1228.0,378.206,CANDIDATE
TESS,5481.01,3.9315754,3.427,9.60432,6032.1,1.32,,5580.0,1438.0,711.472,CANDIDATE
TESS,5482.01,7.9923268,2.176,9.69724,5825.0,1.18,,5780.0,890.0,104.579,CANDIDATE
TESS,5483.01,3.7702854,2.343,16.647,5900.3,1.59,,10030.0,1307.0,485.903,CANDIDATE
TESS,5484.01,1.1282471,1.411,8.57678,6655.8,1.49,,2920.0,1932.0,2317.44,CANDIDATE
TESS,5485.01,2.5840753,1.666,7.01829,6119.0,1.4,,1757.0,1834.0,1881.65,CANDIDATE
TESS,5486.01,2.0247088,1.34,3.7963,3654.0,0.55,,4390.0,752.0,53.3297,CANDIDATE
TESS,5487.01,4.6549271,4.06,9.1871,5706.0,1.56,,3500.0,1359.0,566.49,CANDIDATE
TESS,5488.01,3.1910454,1.619,12.0476,5907.0,1.03,,12090.0,1044.0,197.437,CANDIDATE
TESS,5489.01,3.1522131,1.4637784,1.4624574,3547.0,0.415961,,1039.7670237,570.9491075,25.1136938,CANDIDATE
TESS,5489.02,4.9212788,1.4072515,1.2783897,3547.0,0.415961,,884.5792337,492.1641006,13.8663044,CANDIDATE
TESS,549.01,0.516278,0.565611,2.442348,3009.0,0.169,,20289.210823,679.6154071,50.4166361,FALSE_POSITIVE
TESS,5490.01,2.5193047,3.596,11.5079,5706.5,1.67,,4540.0,1708.0,1412.92,CANDIDATE
TESS,5491.01,5.0280368,2.161,2.87252,4825.0,0.77,,1360.0,832.0,79.6611,CANDIDATE
TESS,5492.01,2.9238483,2.773,11.3257,6004.0,1.06,,11130.0,1447.0,728.684,CANDIDATE
TESS,5493.01,24.4383239,5.5899007,5.1712602,6151.0,1.03824,,2401.8740065,663.6424754,45.8413818,CANDIDATE
TESS,5493.02,9.4043652,4.1627706,2.3955263,6151.0,1.03824,,456.6940548,912.3920352,163.7747493,CANDIDATE
TESS,5493.03,14.5643289,4.6039057,2.2567046,6151.0,1.03824,,451.953459,788.6079558,91.4040877,CANDIDATE
TESS,5494.01,2.0760349,2.043,4.92939,5386.0,0.96,,2480.0,1413.0,663.223,CANDIDATE
TESS,5495.01,9.6569059,4.278,2.91617,5729.1,1.04,,800.0,995.0,162.76,CANDIDATE
TESS,5496.01,43.8418559,4.599,9.29872,5767.0,1.32,,4630.0,480.0,8.83961,FALSE_POSITIVE
TESS,5497.01,11.2120396,3.454,17.1459,6147.0,1.75,,5450.0,1193.0,336.815,CANDIDATE
TESS,5498.01,18.2050594,3.347,9.06591,4880.9,0.83,,10830.0,519.0,12.1018,CANDIDATE
TESS,5499.01,4.8038446,2.038,11.3023,5019.0,0.83,,17000.0,797.0,67.3083,CANDIDATE
TESS,550.01,13.24981,3.299,20.6343,5076.0,0.69,,27250.0,,47.2877,FALSE_POSITIVE
TESS,550.02,10.043245,3.099789,16.682435,5076.0,0.670549,,21393.227138,625.2921291,36.1287428,FALSE_POSITIVE
TESS,5500.01,1.7530712,1.019,19.7783,5625.1,0.89,,11660.0,1358.0,564.728,CANDIDATE
TESS,5501.01,24.166804,5.257,8.65143,5985.0,1.35,,4020.0,705.0,41.1658,CANDIDATE
TESS,5502.01,11.6260799,2.937,4.02844,6317.0,1.32,,840.0,870.0,95.1955,CANDIDATE
TESS,5503.01,5.9522831,1.966,15.1211,6031.2,1.65,,7280.0,1138.0,278.678,FALSE_POSITIVE
TESS,5504.01,13.2414304,3.989,4.4877,6062.1,1.2,,1430.0,865.0,93.077,CANDIDATE
TESS,5505.01,11.1064221,2.12,10.19,5190.5,0.79,,15290.0,594.0,20.7088,CANDIDATE
TESS,5506.01,19.5862903,6.924,19.398,5986.0,1.23,,24300.0,855.0,88.9614,CANDIDATE
TESS,5507.01,1.5068165,0.8625455,0.9740062,3514.0,0.356879,,734.0512116,690.4110824,53.6972467,CANDIDATE
TESS,5508.01,3.1816478,3.493,14.4913,5949.3,1.53,,9300.0,1564.0,994.501,CANDIDATE
TESS,5509.01,5.7656076,2.955,9.12778,5638.4,1.08,,6750.0,1007.0,170.956,CANDIDATE
TESS,551.01,2.6473051,1.211281,10.6134481,3916.0,0.567866,,21367.8824901,738.0394311,70.1195731,CONFIRMED
TESS,5510.01,5.7380349,5.045,17.067,6786.0,1.76,,8720.0,1566.0,998.412,CANDIDATE
TESS,5511.01,4.7174703,1.205,5.77392,3628.0,0.51,,11520.0,451.0,6.87901,CANDIDATE
TESS,5512.01,4.5589188,1.873,10.6821,5429.0,1.02,,10330.0,864.0,92.6735,CANDIDATE
TESS,5513.01,7.7235903,5.953,17.2663,5994.0,3.08,,2720.0,1656.0,1249.81,FALSE_POSITIVE
TESS,5514.01,1.7459947,2.217,12.8043,5332.0,0.94,,18190.0,1469.0,773.913,CANDIDATE
TESS,5515.01,8.5926333,3.3859708,2.4974696,5494.0,0.835682,,885.5569232,778.0951063,86.6266934,CANDIDATE
TESS,5516.01,4.3776584,2.864,12.3407,6077.0,2.02,,3900.0,1281.0,448.118,CANDIDATE
TESS,5517.01,4.5867288,4.382,13.5857,5737.0,1.55,,7710.0,1400.0,639.287,CANDIDATE
TESS,5518.01,4.469996,3.524,11.2936,6948.0,1.12,,9280.0,1523.0,894.532,CANDIDATE
TESS,5519.01,5.8512587,1.8417106,1.3562009,3443.0,0.365053,,1275.0993295,433.308858,8.3312712,CANDIDATE
TESS,552.01,2.788654,1.8900186,9.665126,3654.0,0.587106,,26339.9057953,684.7208601,51.9487662,CONFIRMED
TESS,5520.01,14.69808,3.7370696,3.177884,4362.0,0.733789,,1897.6641496,512.9439621,16.3606551,CONFIRMED
TESS,5520.02,19.4834833,4.6663301,3.5483433,4362.0,0.733789,,1509.6832721,466.947359,11.2355075,CONFIRMED
TESS,5521.01,18.5146638,1.337,6.56184,6379.0,1.35,,1480.0,699.0,39.6871,CANDIDATE
TESS,5522.01,1.3852161,0.7629247,6.5271985,6294.0,1.451,,1913.3334637,2071.9205547,4355.2530871,CANDIDATE
TESS,5523.02,3.4712803,2.4382015,4.2314265,3696.0,0.563,,4280.3883109,636.760408,38.8530584,CONFIRMED
TESS,5524.01,2.2979915,0.984865,2.3271065,3650.0,0.590525,,1354.9640916,733.8783781,68.5515646,CONFIRMED
TESS,5525.01,2.7521595,0.9607827,1.3820795,3288.0,0.418181,,1025.5391237,554.6733092,22.3702107,CANDIDATE
TESS,5526.01,21.7300248,2.4879281,2.526638,4788.0,0.752578,,1119.2111083,617.29617,34.3158951,CANDIDATE
TESS,5527.01,346.1614828,7.4179451,2.5449936,5862.0,0.92603,,727.1554128,250.8907848,0.9363966,CANDIDATE
TESS,5528.01,1.2916034,1.3077871,2.4511775,3689.0,0.514745,,1566.7959545,856.6929763,127.2980722,CONFIRMED
TESS,5529.01,8.8652886,3.2904518,4.2853969,5368.0,0.697439,,1699.9442212,691.3376127,53.9860738,CONFIRMED
TESS,553.01,14.058151,3.514627,2.467289,5465.0,0.839854,,858.616845,646.6751668,41.3300316,FALSE_POSITIVE
TESS,553.02,11.9234819,3.2410592,2.2904053,5465.0,0.879477,,680.8032643,695.0795649,55.1644235,CANDIDATE
TESS,553.03,40.8905117,4.4402791,2.7104157,5465.0,0.879477,,945.1993965,460.9226376,10.6667755,CANDIDATE
TESS,5530.01,0.4774382,0.952523,1.118031,3888.0,0.525437,,423.1532826,1266.9270194,608.8739519,CANDIDATE
TESS,5531.01,4.5352255,3.0733542,1.753622,5788.42,1.10259,,195.4048675,1150.3554736,413.8559989,CANDIDATE
TESS,5532.01,5.6539689,2.6370718,2.732945,3975.0,0.662052,,1223.1789451,617.327479,34.3228576,CANDIDATE
TESS,5532.02,2.3929801,1.693426,1.6929049,3975.0,0.662052,,570.9865376,822.218131,108.0113015,CANDIDATE
TESS,5533.01,1.6098954,1.7900454,3.8276199,7173.0,1.79821,,412.6710488,2392.2284819,7739.833691,CANDIDATE
TESS,5534.01,0.3693057,1.0027781,2.1341819,5129.0,0.755722,,755.6535935,2008.0229649,3842.3392138,CONFIRMED
TESS,5536.01,3.1479748,2.391,6.17795,6555.0,3.22,,478.0,1486.0,810.338,CANDIDATE
TESS,5537.01,22.2897649,12.435,8.90212,5772.0,2.77,,1060.0,1096.0,240.104,CANDIDATE
TESS,5538.01,23.899595,2.0395157,12.8307536,4736.5,0.76962,,15998.7683282,476.1734157,12.1501484,CANDIDATE
TESS,5539.01,7.1123703,2.644,1.85858,5595.7,0.91,,497.0,917.0,117.665,CANDIDATE
TESS,554.01,7.0491608,3.5024531,2.8464941,6337.87,1.42717,,300.5227138,1199.7417985,489.6346689,CONFIRMED
TESS,554.02,3.0440441,1.3542885,1.3337425,6337.87,1.42717,,82.7350431,1587.2668665,1500.1020491,CONFIRMED
TESS,5540.01,1.0995742,0.952,9.72799,6040.0,1.51,,3168.0,1592.0,1068.72,FALSE_POSITIVE
TESS,5541.01,9.0182382,3.199,5.61073,5805.0,0.94,,3480.0,892.0,105.561,CANDIDATE
TESS,5542.01,75.1247037,8.599,13.8062,5392.9,1.27,,11171.0,462.0,7.6236,CONFIRMED
TESS,5543.01,3.5424466,2.2308179,3.8362277,5058.0,0.853329,,1923.8270395,994.0230394,230.7314546,CANDIDATE
TESS,5544.01,4.2050741,1.1574129,3.3240452,5086.0,0.877822,,1280.1793986,956.1341771,197.5133118,CANDIDATE
TESS,5545.01,1.9613369,1.632367,15.8657793,4427.0,1.06738,,9235.0384748,1225.6869197,533.3830462,CANDIDATE
TESS,5546.01,9.8479326,1.8182865,18.822612,6887.55,2.29041,,6398.0202697,1433.2695828,997.3154311,CANDIDATE
TESS,5547.01,19.6304978,3.2073832,14.0835896,5509.85,1.03786,,7651.8898952,659.8269963,44.7962153,CANDIDATE
TESS,5548.01,18.9690014,3.3431046,2.6609357,5551.25,1.08166,,595.060628,685.1732253,52.0861834,CANDIDATE
TESS,5549.01,7.4323882,2.7759349,3.7818383,4921.0,1.30646,,838.3306849,941.9240103,186.0306364,CANDIDATE
TESS,555.01,1.9416366,1.9321358,11.7569044,3837.0,0.633668,,32945.1347849,857.3252177,127.6742735,CONFIRMED
TESS,5550.01,13.955959,3.293,2.22304,5923.8,1.13,,398.0,771.0,58.904,CANDIDATE
TESS,5551.01,2.40541,1.608779,2.0045261,3768.0,0.552722,,1279.2023438,728.867004,66.6982074,CANDIDATE
TESS,5552.01,28.6503407,4.4802105,9.4200991,5639.5,0.883211,,9472.1638799,546.1757094,21.030545,CANDIDATE
TESS,5553.01,1.7617165,1.9280724,1.5510074,4732.72,0.814343,,356.4029763,1167.5245843,439.121942,CANDIDATE
TESS,5554.01,26.694279,3.7831301,2.6845863,3997.0,0.626722,,1854.2924324,362.5947706,4.0851419,CANDIDATE
TESS,5555.01,32.9373717,2.3059589,2.5336294,3464.0,0.444516,,3192.1429439,260.4416558,1.0873336,CONFIRMED
TESS,5556.01,0.7195712,1.7575219,1.6108417,5910.0,1.2550499,,159.6403985,2301.9399951,6635.8566598,CONFIRMED
TESS,5557.01,4.0179805,1.1195616,1.1017624,3166.0,0.194357,,2808.9118424,374.4058708,4.6439935,CONFIRMED
TESS,5558.01,26.1944549,3.8354088,2.9945935,4678.0,0.709927,,1202.7716675,439.4509003,8.8137847,CONFIRMED
TESS,5559.01,2.1408063,1.569,2.59639,5372.0,1.0,,628.0,1267.0,428.205,CONFIRMED
TESS,556.01,2.294185,2.750763,1.95611,5062.0,0.707445,,697.472004,1065.3910768,304.478914,FALSE_POSITIVE
TESS,5560.01,702.469227,2.3624632,9.883855,6781.59,1.88308,,2078.9023943,709.573548,59.9115659,CANDIDATE
TESS,5561.01,2.0074528,0.9340475,7.1639347,3449.0,0.490442,,20674.1145085,680.3415178,50.6324451,CANDIDATE
TESS,5562.01,13.8532745,3.1969542,2.2098839,3893.47,0.655766,,1068.1330554,450.7528526,9.7560707,CONFIRMED
TESS,5564.01,760.0530038,6.902,10.8619,5722.0,0.89,,10000.0,173.0,0.149701,CANDIDATE
TESS,5564.02,45.4964928,5.137,8.81795,5722.0,0.89,,9740.0,475.0,8.47778,CANDIDATE
TESS,5565.01,3.2601896,3.835,14.6248,5542.4,1.36,,11570.0,1486.0,809.661,CANDIDATE
TESS,5566.01,14.5814997,5.489,9.70874,5830.0,1.32,,5490.0,905.0,111.563,CANDIDATE
TESS,5567.01,13.62636,3.245,10.048,5260.6,0.81,,14390.0,633.0,26.6947,CANDIDATE
TESS,5568.01,16.2601049,1.602,10.1064,5496.0,1.05,,7670.0,434.0,5.91348,CANDIDATE
TESS,5569.01,5.4021326,1.678,23.2699,6312.0,1.37,,6710.0,1213.0,359.953,CANDIDATE
TESS,557.01,3.344904,1.3408349,2.2540532,3883.0,0.573953,,1399.4950568,674.5540894,48.9314538,CANDIDATE
TESS,5570.01,23.1678315,4.295,9.49037,5120.0,0.88,,11480.0,546.0,14.833,CANDIDATE
TESS,5571.01,731.4778512,3.41,11.7782,6250.4,1.1,,5900.0,147.0,0.0776109,CANDIDATE
TESS,5572.01,5.8586824,2.168,2.35965,4571.0,0.72,,1146.0,715.0,43.4681,CANDIDATE
TESS,5573.01,8.7960328,2.48,9.14959,3695.0,0.59,,23090.0,475.0,8.51849,CONFIRMED
TESS,5574.01,6.8242909,2.787,2.23971,3999.0,0.87,,700.0,671.0,33.8464,FALSE_POSITIVE
TESS,5575.01,32.0736228,2.347,9.48121,3176.0,0.24,,145640.0,195.0,0.243503,CANDIDATE
TESS,5576.01,1.2833113,1.353,9.39506,8055.0,1.32,,4450.0,2118.0,3343.46,FALSE_POSITIVE
TESS,5577.01,0.358558,0.274,8.24018,6813.5,1.67,,960.0,1546.0,948.501,CANDIDATE
TESS,5578.01,13.4659853,2.936,3.3076,4340.0,0.69,,2100.0,526.0,12.7406,CANDIDATE
TESS,5579.01,19.8628449,1.965,7.82397,3595.0,0.43,,30940.0,273.0,0.933932,CANDIDATE
TESS,558.01,14.5728985,2.5623497,13.5300683,6025.8,1.76095,,4464.4359891,1012.9931427,248.8553739,CONFIRMED
TESS,5580.01,5.2782582,3.379,5.6755,5647.0,1.29,,2000.0,1179.0,320.994,CANDIDATE
TESS,5581.01,33.5383044,3.92217,9.8149834,4947.0,0.794396,,12623.7545349,446.1819156,9.3663171,CANDIDATE
TESS,5582.01,4.51125,4.541,5.04347,6297.2,1.91,,760.0,1666.0,1281.58,CANDIDATE
