orbital_period,transit_duration,planet_radius,stellar_temp,stellar_radius,transit_depth,disposition
4.2417694,1.832,11.5903,4794.0,0.81,18430.0,CANDIDATE
9.809558,1.924,12.8969,6480.0,1.39,7631.0,CANDIDATE
3.7079439,2.259,8.08217,5265.0,0.89,7740.0,CANDIDATE
4.4632038,3.659,11.6079,5921.4,1.37,7210.0,CANDIDATE
5.3331348,2.805,10.0196,5807.7,1.31,5670.0,CANDIDATE
5.2976347,1.711,4.00604,4031.0,0.62,3920.0,CANDIDATE
8.34034,3.176,16.0764,5444.3,1.67,7360.0,FALSE_POSITIVE
6.4666483,3.284,8.02442,5441.0,1.01,6916.0,CANDIDATE
0.567995,1.408867,2.671369,3462.0,0.368,5208.552517,FALSE_POSITIVE
11.2036244,3.039,6.17248,4329.8,0.81,5580.0,CANDIDATE
39.0536929,2.239,13.5254,3793.0,0.7,32970.0,CANDIDATE
46.1965072,3.718,8.33656,5397.7,0.91,8460.0,CANDIDATE
3.2571037,2.5,13.21,5442.9,1.04,15420.0,CANDIDATE
2.5351022,2.251,12.5634,6143.0,1.05,13917.0,CANDIDATE
2.4704071,0.948,17.1677,3333.0,0.43,41450.0,CANDIDATE
0.9997277,1.574,10.9188,5849.8,1.61,4890.0,CANDIDATE
8.662046,3.278,11.1852,5981.3,1.31,7070.0,CANDIDATE
4.9583217,5.223,16.3815,5801.0,2.55,5121.0,CANDIDATE
4.0785273,1.561,3.74681,3580.0,0.48,4530.0,CONFIRMED
2.32664,1.6497284,5.5911206,3946.0,0.623609,7844.7831198,CONFIRMED
0.3852177,0.319,5.99543,5313.9,1.27,1260.0,CANDIDATE
10.1391591,2.662,16.5118,6584.3,2.04,6450.0,FALSE_POSITIVE
5.4233428,4.975,16.7305,5790.0,1.43,13384.0,CANDIDATE
5.8049376,4.055,20.5615,5978.2,2.38,7130.0,CANDIDATE
5.0269053,2.676,10.4869,4738.0,0.75,18460.0,CANDIDATE
15.057596,1.385,7.19514,5948.0,0.92,5380.0,CANDIDATE
3.133469,2.26,9.11145,6312.9,1.61,3000.0,CANDIDATE
4.6671176,2.378,11.4089,5377.0,0.91,14940.0,CANDIDATE
5.4886518,6.921,17.6429,6119.8,2.54,4580.0,CANDIDATE
3.7796053,0.695,11.2162,5892.0,1.21,4080.0,CANDIDATE
19.5715862,4.1467964,3.6067731,4666.1,0.88568,1677.0138379,CANDIDATE
4.6303272,3.94,13.0324,6701.0,1.38,9270.0,CANDIDATE
22.7545332,3.262,11.7908,5580.0,0.93,14960.0,CANDIDATE
3.9544873,1.716,9.29453,6002.5,1.35,4630.0,CANDIDATE
11.4420309,5.092,4.14274,4932.0,0.87,2290.0,CANDIDATE
3.6136326,3.31,12.3259,5957.5,1.41,7280.0,CANDIDATE
3.6139919,2.008,4.08922,5427.0,0.92,1780.0,CANDIDATE
4.0153167,3.825,16.8231,6093.9,1.48,12560.0,CANDIDATE
0.7135221,0.514,10.5169,4626.0,1.08,4660.0,CANDIDATE
2.6429687,2.184,13.9715,5439.0,1.01,17800.0,CANDIDATE
15.1873222,3.535,8.96869,5938.0,0.98,8710.0,CANDIDATE
4.0350444,2.8526163,12.5330606,5945.0,1.1370699,11850.4722606,CONFIRMED
4.9393117,4.696,13.6199,6287.2,1.69,6420.0,CANDIDATE
20.6875239,2.57,11.6872,4660.7,0.75,22490.0,CANDIDATE
0.5894678,0.631,8.96055,5946.0,2.39,1020.0,CANDIDATE
12.836391,3.366,2.49822,5156.0,0.69,1310.0,CANDIDATE
3.7927572,1.47,9.66312,3575.0,0.58,24440.0,CONFIRMED
1.1062164,1.728,3.45691,4816.0,1.41,660.0,CANDIDATE
3.9783327,2.643,12.3611,6441.1,1.18,10890.0,CANDIDATE
1.7109175,1.625,7.44992,4686.8,0.72,9710.0,CANDIDATE
3.089007,2.0583149,15.8046856,6622.0,1.49278,8845.8866717,CANDIDATE
3.3176675,1.796,9.42671,3640.0,0.59,25010.0,CONFIRMED
2.8280391,2.6215943,17.7603707,5675.0,1.0367399,28860.8258278,CONFIRMED
7.5811005,4.457,11.5863,6257.6,1.14,9830.0,CANDIDATE
2.8817237,1.596,14.306,6182.0,1.64,7280.0,CANDIDATE
2.0389145,1.42,8.65136,6396.0,1.36,3560.0,CANDIDATE
1.2297408,1.234,9.99875,6186.6,1.45,4020.0,FALSE_POSITIVE
4.7949288,3.898,12.1728,5850.0,1.41,7220.0,CANDIDATE
9.6125545,4.242,9.05686,5825.7,1.51,3470.0,CANDIDATE
3.1948695,3.786,13.3231,6577.4,2.0,4600.0,CANDIDATE
9.6995203,3.998,11.9608,5504.0,1.06,12590.0,CANDIDATE
2.6599132,2.163707,3.4087339,4636.3,0.802524,1258.8468444,CANDIDATE
1.6817287,0.491,9.28931,3174.0,0.47,15870.0,CANDIDATE
9.2432303,2.4045872,15.3965057,5880.0,1.2998101,10879.9770333,CONFIRMED
4.0107869,0.829,24.4253,6175.1,1.38,8290.0,CANDIDATE
1.3574339,2.315,8.22797,6332.0,1.4,3380.0,FALSE_POSITIVE
13.7279713,3.039,11.6412,6416.5,1.57,5210.0,CANDIDATE
6.7504762,3.105,9.83914,5318.7,0.89,11900.0,CANDIDATE
1.4466879,0.952,12.418,6332.0,4.28,690.0,CANDIDATE
4.0069668,5.848,7.39456,6080.3,2.76,780.0,CANDIDATE
1.5328484,2.227,9.08045,6943.0,1.67,2970.0,CANDIDATE
1.6649585,1.5790965,10.3733412,6155.0,1.05799,8938.5425954,CANDIDATE
3.612762,2.8,14.0647,7976.9,1.6,7510.0,CANDIDATE
4.2460352,4.4619131,14.2200993,5905.5,1.55863,7633.4520662,CANDIDATE
4.0379012,2.9331124,18.382674,6100.0,1.27299,15242.7058565,CONFIRMED
3.7539574,2.544,14.5318,6350.0,1.5,9040.0,CANDIDATE
1.27615,0.992,14.5092,4671.0,1.03,14740.0,CANDIDATE
11.6270831,2.383,10.1847,5776.1,1.6,3550.0,CANDIDATE
4.1878375,2.9905904,11.7695065,5521.95,1.10007,11415.1655183,CONFIRMED
2.9164004,3.28681,16.778361,5720.0,1.82744,7257.7025481,CONFIRMED
1.7215575,1.7411525,11.4801145,3865.0,0.633426,31815.406006,CANDIDATE
2.9859596,1.671,13.2487,6417.0,2.87,1900.0,CANDIDATE
4.4626933,3.643,2.68559,6803.0,1.62,300.0,CANDIDATE
5.2841676,3.41,13.6017,4626.0,5.09,700.0,CANDIDATE
12.7426508,3.633,16.6789,6385.0,1.47,10765.0,CANDIDATE
1.669769,2.0105348,4.4985601,3411.0,0.433512,10665.55057,FALSE_POSITIVE
3.7723119,2.893,3.13069,6525.0,1.56,470.0,CANDIDATE
4.0802864,1.4789165,6.300967,6802.3,2.68185,516.622925,FALSE_POSITIVE
14.5416243,4.356,4.35314,6277.0,1.72,711.0,CANDIDATE
2.8114961,3.35,1.39962,6768.0,1.47,90.0,CANDIDATE
2.9895092,3.3503883,18.8182218,6317.0,1.61396,12117.7788754,CONFIRMED
5.1665549,5.9764524,14.3194419,6238.0,2.0792,4175.9093299,CANDIDATE
3.6215615,1.867,15.1893,5920.2,1.43,10280.0,CANDIDATE
2.8037514,2.771,1.27317,7531.0,1.52,70.0,CANDIDATE
2.594675,0.313,1.89426,3495.0,0.31,1070.0,CONFIRMED
10.4014008,2.3998128,8.8111557,3526.0,0.421428,43141.3479042,CANDIDATE
0.3096062,1.0298929,1.5526965,4836.0,0.813125,257.7064685,CANDIDATE
15.0619708,3.2914107,4.687483,5441.34,0.890607,2775.349458,CANDIDATE
13.6421377,3.522,1.77499,5961.0,1.02,413.0,CANDIDATE
17.5313321,4.334,1.66838,5464.0,0.9,306.0,CANDIDATE
30.0017176,6.737,1.82693,6194.0,1.25,210.0,CANDIDATE
15.1935123,2.582,9.68144,5977.0,1.07,5720.0,CANDIDATE
6.5811814,2.982,1.80641,6269.0,1.17,267.0,CANDIDATE
32.1400505,2.809,22.7389,5019.0,3.37,883.0,FALSE_POSITIVE
9.6477019,3.003,2.57133,5621.7,0.95,670.0,CANDIDATE
10.590923,4.105,11.1189,6017.1,1.05,10290.0,CONFIRMED
4.7728997,2.906,3.30213,6017.1,1.05,920.0,CONFIRMED
4.0625969,3.952,3.70815,6629.0,2.09,320.0,CANDIDATE
1.2391534,0.4887749,0.9654706,3042.0,0.197117,2318.6594409,CONFIRMED
19.8067259,4.5,4.46533,5513.0,0.95,2060.0,CANDIDATE
6.8291029,9.8781473,12.9127343,9333.0,4.3379302,815.4832965,CANDIDATE
3.3174026,3.021272,1.4488457,4363.0,0.677839,462.3783567,CANDIDATE
12.8355591,1.805,11.2388,5311.7,0.95,12450.0,CANDIDATE
2.177475,2.454,4.05014,4027.0,0.57,4450.0,CANDIDATE
9.0711977,4.183,10.7594,5649.0,1.06,10360.0,CANDIDATE
0.8045139,1.259,10.209,7110.0,1.59,3750.0,CANDIDATE
5.4683192,3.251,13.9823,6606.6,1.36,10640.0,CANDIDATE
0.9598377,1.429,17.4316,7575.0,3.31,2270.0,CANDIDATE
0.594385,0.573,7.44558,6078.0,1.3,2280.0,CANDIDATE
1.3534084,1.8466332,18.1129716,4978.0,1.16766,18071.0821704,CANDIDATE
4.1059353,3.031,13.555,6140.3,1.25,11400.0,CANDIDATE
3.0604071,3.175,18.6847,6623.0,1.67,12460.0,CANDIDATE
0.3828485,0.493,13.7767,6419.6,1.68,960.0,CANDIDATE
12.612483,3.406,5.43397,5981.0,1.34,1510.0,CANDIDATE
10.7833596,3.957,15.4312,3892.0,0.7,26560.0,CANDIDATE
2.9858191,2.966,17.8139,7497.0,1.81,9730.0,CANDIDATE
13.0086903,3.7378335,10.9890553,3799.0,0.520262,20626.9583179,CANDIDATE
2.8675385,2.88,14.6783,6219.5,1.18,14570.0,CANDIDATE
1.6421819,2.459,2.54445,5627.0,0.79,1100.0,FALSE_POSITIVE
4.8002161,2.439,15.2174,6498.4,1.41,10620.0,CANDIDATE
1.6318282,1.2668494,11.5558043,5084.0,0.942522,14067.4193794,CANDIDATE
6.0614403,3.601,10.0397,6507.7,1.43,4760.0,CANDIDATE
6.5552932,3.016,19.1366,7787.0,2.64,4730.0,CANDIDATE
5.3767997,4.7792512,10.5654196,5663.5,1.57294,4420.7451206,CANDIDATE
5.7188414,2.2172849,4.2762449,4964.8,0.76036,3214.065952,CANDIDATE
3.3928027,2.2095141,3.7170935,4964.8,0.76036,2201.6366114,CANDIDATE
0.8999342,1.606,6.8761,6211.0,1.64,1720.0,FALSE_POSITIVE
0.4553752,0.604,7.9095,6439.0,1.07,3490.0,CANDIDATE
5.8095099,2.427,5.0621,6353.1,1.15,1750.0,CANDIDATE
5.2374183,3.741,14.2208,6042.1,1.27,11630.0,CANDIDATE
3.0343155,1.664,12.5732,8415.0,2.16,3200.0,CANDIDATE
4.2318085,2.558,7.88895,8064.0,1.91,1780.0,FALSE_POSITIVE
0.530893,1.910177,3.747202,3085.0,0.193,33453.597195,FALSE_POSITIVE
3.8635521,3.896,15.1873,6797.0,1.42,11350.0,CANDIDATE
4.788785,3.135,16.3086,6045.0,1.83,7600.0,CANDIDATE
2.9525486,2.694,11.4188,5612.0,1.48,5730.0,CANDIDATE
4.1459886,2.604,12.1704,3981.0,0.71,26190.0,CANDIDATE
4.1629444,2.064,11.633,6005.0,1.88,3670.0,FALSE_POSITIVE
1.2699324,1.596,7.56197,9649.0,1.74,1325.19922,CANDIDATE
11.9285531,2.283,16.0753,5447.3,1.09,20690.0,CANDIDATE
3.42015,3.801,18.3061,5708.0,1.76,11140.0,CANDIDATE
2.5842514,1.837,7.50424,5860.5,1.51,2360.0,CANDIDATE
5.0775738,4.053,18.5536,7648.8,2.0,8620.0,CANDIDATE
1.5483542,1.2030925,2.1601741,4665.0,0.663414,926.4111032,CONFIRMED
3.813812,2.572,3.44278,4689.0,0.71,2310.0,FALSE_POSITIVE
2.8633026,0.941,11.4725,6642.2,1.45,4710.0,CANDIDATE
12.7091678,1.746,16.3709,6145.0,1.25,4620.0,CANDIDATE
1.6757659,2.248,7.62588,6960.9,1.53,2580.0,CANDIDATE
10.2780324,1.642,11.8122,6545.7,1.3,7350.0,CANDIDATE
6.3780197,1.226,18.7767,6540.2,2.03,7050.0,CANDIDATE
4.4977307,3.2573447,13.0442723,6544.0,1.5335,5324.061552,CANDIDATE
1.4958429,1.534,6.70553,5666.0,1.27,2830.0,FALSE_POSITIVE
3.214031,2.215,6.77869,5366.0,0.85,5730.0,CANDIDATE
2.5444539,3.709,12.5904,6171.0,1.77,5440.0,CANDIDATE
1.9000862,2.3058232,15.0496208,5440.0,0.934028,25717.0085858,CONFIRMED
0.8857522,1.579,3.19978,6238.2,1.13,760.0,FALSE_POSITIVE
1.6822448,1.388,12.3028,5534.6,1.1,12090.0,CANDIDATE
0.9907914,1.5908957,16.1327515,6273.8,1.82635,4860.1048997,CANDIDATE
8.3762443,3.6856551,10.1350877,6086.0,1.13925,7670.6889364,CANDIDATE
3.7196227,4.948,13.3603,5623.0,2.07,4280.0,CANDIDATE
4.267781,4.58,12.0047,5903.0,1.67,5120.0,CANDIDATE
1.0711292,2.213,5.8474,6070.0,1.31,2030.0,FALSE_POSITIVE
1.2452975,2.086,6.31449,6580.3,1.66,1410.0,CANDIDATE
22.0632969,2.2329319,10.1729473,5762.0,1.0093499,4597.497672,CANDIDATE
2.8078585,1.516,14.8378,6338.0,1.95,4820.0,CANDIDATE
9.2016496,4.4317333,13.4373959,6190.0,1.12271,13812.3233628,CONFIRMED
6.2987919,4.909,12.2385,6265.0,2.07,3920.0,CANDIDATE
7.4603194,2.516,11.8373,6034.1,2.01,3070.0,CANDIDATE
3.5533716,1.856,4.6477,6280.9,1.21,1470.0,CANDIDATE
1.100804,1.4856033,10.0319087,6810.0,1.60902,3509.2224564,CANDIDATE
1.1606902,1.232,9.92228,3572.0,0.53,32450.0,CANDIDATE
4.3983492,2.0638959,18.5093039,5717.9,1.22096,10124.9081186,CANDIDATE
2.8066134,2.483,17.3144,6709.0,1.41,14530.0,CANDIDATE
2.6570006,2.125,10.4864,6328.7,1.63,4050.0,CONFIRMED
20.9233666,2.47,12.2366,6283.0,1.22,9470.0,CANDIDATE
29.3312035,3.269,11.9961,7618.0,1.77,3470.0,CANDIDATE
1.5089635,2.373,20.5944,5950.0,1.29,13140.0,CONFIRMED
1.450491,1.286,8.43132,6067.0,1.29,3870.0,CANDIDATE
4.9017215,2.3,15.2294,6329.0,1.78,6600.0,CANDIDATE
2.2703829,1.947,12.7801,5845.0,1.1,12110.0,CANDIDATE
7.5554044,4.003,16.0968,7872.0,2.04,6170.0,CANDIDATE
8.4332312,8.47,11.5473,5874.0,2.45,2010.0,CANDIDATE
10.0532043,1.543,11.5364,6553.2,1.43,5160.0,CANDIDATE
10.3413829,3.595,10.465,5732.6,1.01,10410.0,CANDIDATE
5.8936518,2.217,8.37476,5508.0,0.82,9580.0,CANDIDATE
8.3026667,5.728,14.6377,5656.0,1.75,6940.0,CANDIDATE
10.1197017,2.129,9.15067,5656.0,1.75,2570.0,FALSE_POSITIVE
15.1306782,4.204,11.9169,5799.3,1.52,6030.0,CANDIDATE
3.8971203,4.8258882,13.4932227,6090.0,1.6395,6312.7462771,CONFIRMED
3.6079916,2.991,15.3816,5308.3,1.89,6055.0,CANDIDATE
3.9315754,3.427,9.60432,6032.1,1.32,5580.0,CANDIDATE
7.9923268,2.176,9.69724,5825.0,1.18,5780.0,CANDIDATE
3.7702854,2.343,16.647,5900.3,1.59,10030.0,CANDIDATE
1.1282471,1.411,8.57678,6655.8,1.49,2920.0,CANDIDATE
2.5840753,1.666,7.01829,6119.0,1.4,1757.0,CANDIDATE
2.0247088,1.34,3.7963,3654.0,0.55,4390.0,CANDIDATE
4.6549271,4.06,9.1871,5706.0,1.56,3500.0,CANDIDATE
3.1910454,1.619,12.0476,5907.0,1.03,12090.0,CANDIDATE
3.1522131,1.4637784,1.4624574,3547.0,0.415961,1039.7670237,CANDIDATE
4.9212788,1.4072515,1.2783897,3547.0,0.415961,884.5792337,CANDIDATE
0.516278,0.565611,2.442348,3009.0,0.169,20289.210823,FALSE_POSITIVE
2.5193047,3.596,11.5079,5706.5,1.67,4540.0,CANDIDATE
5.0280368,2.161,2.87252,4825.0,0.77,1360.0,CANDIDATE
2.9238483,2.773,11.3257,6004.0,1.06,11130.0,CANDIDATE
24.4383239,5.5899007,5.1712602,6151.0,1.03824,2401.8740065,CANDIDATE
9.4043652,4.1627706,2.3955263,6151.0,1.03824,456.6940548,CANDIDATE
14.5643289,4.6039057,2.2567046,6151.0,1.03824,451.953459,CANDIDATE
2.0760349,2.043,4.92939,5386.0,0.96,2480.0,CANDIDATE
9.6569059,4.278,2.91617,5729.1,1.04,800.0,CANDIDATE
43.8418559,4.599,9.29872,5767.0,1.32,4630.0,FALSE_POSITIVE
11.2120396,3.454,17.1459,6147.0,1.75,5450.0,CANDIDATE
18.2050594,3.347,9.06591,4880.9,0.83,10830.0,CANDIDATE
4.8038446,2.038,11.3023,5019.0,0.83,17000.0,CANDIDATE
13.24981,3.299,20.6343,5076.0,0.69,27250.0,FALSE_POSITIVE
10.043245,3.099789,16.682435,5076.0,0.670549,21393.227138,FALSE_POSITIVE
1.7530712,1.019,19.7783,5625.1,0.89,11660.0,CANDIDATE
24.166804,5.257,8.65143,5985.0,1.35,4020.0,CANDIDATE
11.6260799,2.937,4.02844,6317.0,1.32,840.0,CANDIDATE
5.9522831,1.966,15.1211,6031.2,1.65,7280.0,FALSE_POSITIVE
13.2414304,3.989,4.4877,6062.1,1.2,1430.0,CANDIDATE
11.1064221,2.12,10.19,5190.5,0.79,15290.0,CANDIDATE
19.5862903,6.924,19.398,5986.0,1.23,24300.0,CANDIDATE
1.5068165,0.8625455,0.9740062,3514.0,0.356879,734.0512116,CANDIDATE
3.1816478,3.493,14.4913,5949.3,1.53,9300.0,CANDIDATE
5.7656076,2.955,9.12778,5638.4,1.08,6750.0,CANDIDATE
2.6473051,1.211281,10.6134481,3916.0,0.567866,21367.8824901,CONFIRMED
5.7380349,5.045,17.067,6786.0,1.76,8720.0,CANDIDATE
4.7174703,1.205,5.77392,3628.0,0.51,11520.0,CANDIDATE
4.5589188,1.873,10.6821,5429.0,1.02,10330.0,CANDIDATE
7.7235903,5.953,17.2663,5994.0,3.08,2720.0,FALSE_POSITIVE
1.7459947,2.217,12.8043,5332.0,0.94,18190.0,CANDIDATE
8.5926333,3.3859708,2.4974696,5494.0,0.835682,885.5569232,CANDIDATE
4.3776584,2.864,12.3407,6077.0,2.02,3900.0,CANDIDATE
4.5867288,4.382,13.5857,5737.0,1.55,7710.0,CANDIDATE
4.469996,3.524,11.2936,6948.0,1.12,9280.0,CANDIDATE
5.8512587,1.8417106,1.3562009,3443.0,0.365053,1275.0993295,CANDIDATE
2.788654,1.8900186,9.665126,3654.0,0.587106,26339.9057953,CONFIRMED
14.69808,3.7370696,3.177884,4362.0,0.733789,1897.6641496,CONFIRMED
19.4834833,4.6663301,3.5483433,4362.0,0.733789,1509.6832721,CONFIRMED
18.5146638,1.337,6.56184,6379.0,1.35,1480.0,CANDIDATE
1.3852161,0.7629247,6.5271985,6294.0,1.451,1913.3334637,CANDIDATE
3.4712803,2.4382015,4.2314265,3696.0,0.563,4280.3883109,CONFIRMED
2.2979915,0.984865,2.3271065,3650.0,0.590525,1354.9640916,CONFIRMED
2.7521595,0.9607827,1.3820795,3288.0,0.418181,1025.5391237,CANDIDATE
21.7300248,2.4879281,2.526638,4788.0,0.752578,1119.2111083,CANDIDATE
346.1614828,7.4179451,2.5449936,5862.0,0.92603,727.1554128,CANDIDATE
1.2916034,1.3077871,2.4511775,3689.0,0.514745,1566.7959545,CONFIRMED
8.8652886,3.2904518,4.2853969,5368.0,0.697439,1699.9442212,CONFIRMED
14.058151,3.514627,2.467289,5465.0,0.839854,858.616845,FALSE_POSITIVE
11.9234819,3.2410592,2.2904053,5465.0,0.879477,680.8032643,CANDIDATE
40.8905117,4.4402791,2.7104157,5465.0,0.879477,945.1993965,CANDIDATE
0.4774382,0.952523,1.118031,3888.0,0.525437,423.1532826,CANDIDATE
4.5352255,3.0733542,1.753622,5788.42,1.10259,195.4048675,CANDIDATE
5.6539689,2.6370718,2.732945,3975.0,0.662052,1223.1789451,CANDIDATE
2.3929801,1.693426,1.6929049,3975.0,0.662052,570.9865376,CANDIDATE
1.6098954,1.7900454,3.8276199,7173.0,1.79821,412.6710488,CANDIDATE
0.3693057,1.0027781,2.1341819,5129.0,0.755722,755.6535935,CONFIRMED
3.1479748,2.391,6.17795,6555.0,3.22,478.0,CANDIDATE
22.2897649,12.435,8.90212,5772.0,2.77,1060.0,CANDIDATE
23.899595,2.0395157,12.8307536,4736.5,0.76962,15998.7683282,CANDIDATE
7.1123703,2.644,1.85858,5595.7,0.91,497.0,CANDIDATE
7.0491608,3.5024531,2.8464941,6337.87,1.42717,300.5227138,CONFIRMED
3.0440441,1.3542885,1.3337425,6337.87,1.42717,82.7350431,CONFIRMED
1.0995742,0.952,9.72799,6040.0,1.51,3168.0,FALSE_POSITIVE
9.0182382,3.199,5.61073,5805.0,0.94,3480.0,CANDIDATE
75.1247037,8.599,13.8062,5392.9,1.27,11171.0,CONFIRMED
3.5424466,2.2308179,3.8362277,5058.0,0.853329,1923.8270395,CANDIDATE
4.2050741,1.1574129,3.3240452,5086.0,0.877822,1280.1793986,CANDIDATE
1.9613369,1.632367,15.8657793,4427.0,1.06738,9235.0384748,CANDIDATE
9.8479326,1.8182865,18.822612,6887.55,2.29041,6398.0202697,CANDIDATE
19.6304978,3.2073832,14.0835896,5509.85,1.03786,7651.8898952,CANDIDATE
18.9690014,3.3431046,2.6609357,5551.25,1.08166,595.060628,CANDIDATE
7.4323882,2.7759349,3.7818383,4921.0,1.30646,838.3306849,CANDIDATE
1.9416366,1.9321358,11.7569044,3837.0,0.633668,32945.1347849,CONFIRMED
13.955959,3.293,2.22304,5923.8,1.13,398.0,CANDIDATE
2.40541,1.608779,2.0045261,3768.0,0.552722,1279.2023438,CANDIDATE
28.6503407,4.4802105,9.4200991,5639.5,0.883211,9472.1638799,CANDIDATE
1.7617165,1.9280724,1.5510074,4732.72,0.814343,356.4029763,CANDIDATE
26.694279,3.7831301,2.6845863,3997.0,0.626722,1854.2924324,CANDIDATE
32.9373717,2.3059589,2.5336294,3464.0,0.444516,3192.1429439,CONFIRMED
0.7195712,1.7575219,1.6108417,5910.0,1.2550499,159.6403985,CONFIRMED
4.0179805,1.1195616,1.1017624,3166.0,0.194357,2808.9118424,CONFIRMED
26.1944549,3.8354088,2.9945935,4678.0,0.709927,1202.7716675,CONFIRMED
2.1408063,1.569,2.59639,5372.0,1.0,628.0,CONFIRMED
2.294185,2.750763,1.95611,5062.0,0.707445,697.472004,FALSE_POSITIVE
702.469227,2.3624632,9.883855,6781.59,1.88308,2078.9023943,CANDIDATE
2.0074528,0.9340475,7.1639347,3449.0,0.490442,20674.1145085,CANDIDATE
13.8532745,3.1969542,2.2098839,3893.47,0.655766,1068.1330554,CONFIRMED
760.0530038,6.902,10.8619,5722.0,0.89,10000.0,CANDIDATE
45.4964928,5.137,8.81795,5722.0,0.89,9740.0,CANDIDATE
3.2601896,3.835,14.6248,5542.4,1.36,11570.0,CANDIDATE
14.5814997,5.489,9.70874,5830.0,1.32,5490.0,CANDIDATE
13.62636,3.245,10.048,5260.6,0.81,14390.0,CANDIDATE
16.2601049,1.602,10.1064,5496.0,1.05,7670.0,CANDIDATE
5.4021326,1.678,23.2699,6312.0,1.37,6710.0,CANDIDATE
3.344904,1.3408349,2.2540532,3883.0,0.573953,1399.4950568,CANDIDATE
23.1678315,4.295,9.49037,5120.0,0.88,11480.0,CANDIDATE
731.4778512,3.41,11.7782,6250.4,1.1,5900.0,CANDIDATE
5.8586824,2.168,2.35965,4571.0,0.72,1146.0,CANDIDATE
8.7960328,2.48,9.14959,3695.0,0.59,23090.0,CONFIRMED
6.8242909,2.787,2.23971,3999.0,0.87,700.0,FALSE_POSITIVE
32.0736228,2.347,9.48121,3176.0,0.24,145640.0,CANDIDATE
1.2833113,1.353,9.39506,8055.0,1.32,4450.0,FALSE_POSITIVE
0.358558,0.274,8.24018,6813.5,1.67,960.0,CANDIDATE
13.4659853,2.936,3.3076,4340.0,0.69,2100.0,CANDIDATE
19.8628449,1.965,7.82397,3595.0,0.43,30940.0,CANDIDATE
14.5728985,2.5623497,13.5300683,6025.8,1.76095,4464.4359891,CONFIRMED
5.2782582,3.379,5.6755,5647.0,1.29,2000.0,CANDIDATE
33.5383044,3.92217,9.8149834,4947.0,0.794396,12623.7545349,CANDIDATE
4.51125,4.541,5.04347,6297.2,1.91,760.0,CANDIDATE
3.0650073,1.548,11.1354,3619.0,0.69,23190.0,CANDIDATE
18.6300789,3.4,3.01483,4092.4,0.75,1620.0,CANDIDATE
1.8434549,1.444,8.05828,6457.2,1.14,4360.0,CANDIDATE
8.9165771,3.224,6.82341,5607.0,0.98,4360.0,CANDIDATE
3.7349773,3.891,14.1804,5632.0,1.57,7830.0,CANDIDATE
8.9109435,1.876,16.5406,5733.0,1.57,9850.0,CANDIDATE
5.6895053,5.158,12.0705,5707.5,1.89,3840.0,CANDIDATE
6.9839072,5.076,12.2398,5972.0,1.21,10050.0,CONFIRMED
1.2749899,1.146,2.69399,4216.7,0.78,1140.0,CANDIDATE
12.8665269,6.599,4.59403,5465.0,1.05,1930.0,CANDIDATE
2.6085851,1.573,13.9108,6331.0,1.38,8610.0,CANDIDATE
4.7974601,5.952,10.4912,6549.4,1.51,4890.0,CANDIDATE
9.2271917,3.781,9.80232,5899.0,1.32,5540.0,CANDIDATE
5.9900508,2.104,4.71645,4119.0,0.74,3680.0,CANDIDATE
0.3642961,0.689,15.3432,6164.3,2.17,3430.0,CANDIDATE
1.9784368,2.359,22.5379,6337.0,1.11,39470.0,CANDIDATE
6.2948747,1.878,6.67951,3584.0,0.53,16707.0,CANDIDATE
5.4368408,4.473,6.11754,6246.0,1.91,1020.0,CANDIDATE
6.3980642,2.004,2.62025,4695.0,0.63,1656.0,CONFIRMED
18.8792871,3.262,1.99787,4695.0,0.63,1199.0,CONFIRMED
10.717359,2.784,12.4655,5047.0,0.8,22680.0,CANDIDATE
9.5197732,2.636,3.89219,4541.0,0.77,2200.0,CANDIDATE
5.4853379,1.964,13.6635,6054.4,1.21,12040.0,CANDIDATE
0.5736183,0.793,6.063,6711.9,2.12,670.0,CANDIDATE
11.1801504,4.364,6.89187,6413.0,1.47,2220.0,CANDIDATE
5.9133875,2.019,2.3864,4374.8,0.74,980.0,CANDIDATE
1.236949,0.358,9.84184,4660.0,0.75,8250.0,CANDIDATE
3.2750907,3.09,11.2041,5859.0,1.33,6510.0,CANDIDATE
6.4424263,2.604,3.14002,4661.0,0.8,1430.0,CANDIDATE
4.019251,1.354,13.7216,5904.0,1.16,11830.0,CANDIDATE
10.778833,3.416,2.6584,5391.0,0.84,1130.0,CONFIRMED
0.4465713,1.077,1.48867,5391.0,0.84,294.0,CONFIRMED
25.7122157,5.9710228,2.8781392,5391.0,0.840576,1151.454738,CONFIRMED
7.9454767,1.493,9.87351,3714.0,0.51,36680.0,CANDIDATE
11.3630224,3.031,2.39002,4741.1,0.77,1048.0,CANDIDATE
26.7159918,4.7591848,2.7358038,4741.1,0.773317,1252.0071238,CANDIDATE
7.1314563,2.809,7.98487,4701.6,0.88,7550.0,CANDIDATE
12.782983,2.762,9.1313,5594.0,0.97,8060.0,CANDIDATE
4.172202,2.263,3.23281,4313.0,0.73,1980.0,CANDIDATE
11.7672708,3.098,15.2219,6205.0,1.1,13190.0,CANDIDATE
2.0034478,1.285,10.9523,3927.0,0.65,24660.0,CONFIRMED
3.154201,2.857,12.0524,5771.5,1.36,7690.0,CANDIDATE
